,x,y,Профессия
0,85.37143,87.76451,Инженер данных
1,67.53125,50.158234,Аналитик
2,79.00581,67.57607,Аналитик данных
3,80.35724,68.937706,Bi аналитик
4,57.01838,75.75728,ML инженер
5,39.750904,59.989452,Data scientist
