,x,y,Профессия
0,72.33357,95.4418,Инженер данных
1,59.552757,60.386055,Аналитик
2,65.2303,71.94257,Аналитик данных
3,68.232025,76.68614,Bi аналитик
4,39.835423,68.4226,ML инженер
5,23.764801,52.451572,Data scientist
