skill_name,skill_id,salary_q25,salary_q50,salary_q75,frequency,popular_profession_id,popular_profession_name,Data scientist,Аналитик,Инженер данных,ML инженер,Big Data
прикладная лингвистика,0,,,,9.705910899737941e-05,3,ML инженер,4.6805523051720103e-05,0.0,0.0,6.75949709341625e-05,0.0
Customer Support,1,,,,0.0009705910899737941,0,Data scientist,0.0003276386613620407,9.297136481963555e-05,0.00016498927569707968,0.0002027849128024875,0.0
Терпеливость,2,,,,0.0008735319809764147,1,Аналитик,4.6805523051720103e-05,0.00015495227469939258,0.0001099928504647198,6.75949709341625e-05,0.0
ВОЛС,3,,,,0.0009705910899737941,0,Data scientist,0.00042124970746548095,3.099045493987852e-05,0.0002199857009294396,0.0,0.0
многомерные сети,4,,,,9.705910899737941e-05,3,ML инженер,0.0,0.0,0.0,6.75949709341625e-05,0.0
быстрая обучаемость,5,,,,0.00019411821799475881,2,Инженер данных,0.0,3.099045493987852e-05,5.49964252323599e-05,0.0,0.0
Учет ТМЦ,6,,,,0.0007764728719790353,0,Data scientist,0.00028083313831032063,0.0,0.0,0.000135189941868325,0.0002518257365902795
Навыки ведения переговоров,7,58290.0,95000.0,117450.0,0.0018441230709502086,3,ML инженер,0.0003276386613620407,0.0001859427296392711,0.0,0.000405569825604975,0.0
Математическое моделирование,8,90000.0,150000.0,187050.0,0.004173541686887315,4,Big Data,0.0010297215071378423,0.000774761373496963,0.000494967827091239,0.0012843044477490874,0.0017627801561319568
Интернет-магазин,9,,,,0.00038823643598951763,1,Аналитик,0.0,0.00012396181975951408,0.0,0.0,0.0
COGS,10,,,,9.705910899737941e-05,1,Аналитик,0.0,3.099045493987852e-05,0.0,0.0,0.0
PostgeSQL,11,,,,9.705910899737941e-05,2,Инженер данных,4.6805523051720103e-05,3.099045493987852e-05,5.49964252323599e-05,0.0,0.0
KYC,12,,,,9.705910899737941e-05,1,Аналитик,0.0,3.099045493987852e-05,0.0,0.0,0.0
master data,13,,,,0.00019411821799475881,0,Data scientist,4.6805523051720103e-05,3.099045493987852e-05,0.0,0.0,0.0
SOFTWARE FLOW CONTROL TECHNICIAN,14,,,,9.705910899737941e-05,3,ML инженер,0.0,0.0,0.0,6.75949709341625e-05,0.0
Робототехника,15,,,,0.00038823643598951763,3,ML инженер,9.361104610344021e-05,0.0,0.0001099928504647198,0.000135189941868325,0.0
B1 - Intermediate,16,,,,9.705910899737941e-05,1,Аналитик,0.0,3.099045493987852e-05,0.0,0.0,0.0
SAN,17,,,,0.0005823546539842764,2,Инженер данных,4.6805523051720103e-05,3.099045493987852e-05,0.0002749821261617995,6.75949709341625e-05,0.0
LLVM,18,,,,9.705910899737941e-05,3,ML инженер,0.0,0.0,0.0,6.75949709341625e-05,0.0
TestComplete,19,,,,9.705910899737941e-05,2,Инженер данных,0.0,0.0,5.49964252323599e-05,0.0,0.0
Вежливость,20,,,,0.0002911773269921382,3,ML инженер,0.0,0.0,5.49964252323599e-05,0.000135189941868325,0.0
Теплые звонки,21,,,,0.0002911773269921382,3,ML инженер,0.0,0.0,0.0,0.0002027849128024875,0.0
Электроснабжение,22,,,,0.0008735319809764147,2,Инженер данных,0.00014041656915516032,0.0,0.0002749821261617995,0.000135189941868325,0.0
РСЯ,23,,,,0.0002911773269921382,0,Data scientist,9.361104610344021e-05,6.198090987975704e-05,5.49964252323599e-05,0.0,0.0
Знание основ линейной алгебры и аналитической геометрии,24,,,,9.705910899737941e-05,2,Инженер данных,0.0,0.0,5.49964252323599e-05,0.0,0.0
Транспортная инфраструктура,25,,,,0.0007764728719790353,2,Инженер данных,9.361104610344021e-05,3.099045493987852e-05,0.0002199857009294396,6.75949709341625e-05,0.0
Анализ АБС,26,,,,0.0007764728719790353,1,Аналитик,4.6805523051720103e-05,0.00021693318457914962,0.0,0.0,0.0
Умение составлять документы,27,,,,0.00019411821799475881,0,Data scientist,9.361104610344021e-05,0.0,0.0,0.0,0.0
Метрология,28,,,,0.00038823643598951763,2,Инженер данных,0.0,0.0,0.0002199857009294396,0.0,0.0
Google Ads,29,,,,0.0011647093079685529,1,Аналитик,0.0002340276152586005,0.00030990454939878515,0.0,6.75949709341625e-05,0.0002518257365902795
Умение планировать и грамотно организовывать рабочий процесс,30,,,,9.705910899737941e-05,2,Инженер данных,0.0,0.0,5.49964252323599e-05,0.0,0.0
Организация движения и учета документов,31,,,,0.00048529554498689704,3,ML инженер,4.6805523051720103e-05,6.198090987975704e-05,0.0,0.000135189941868325,0.0
Работа с первичной документацией,32,,,,0.00038823643598951763,0,Data scientist,9.361104610344021e-05,0.0,5.49964252323599e-05,6.75949709341625e-05,0.0
Поиск объектов,33,,,,0.0002911773269921382,2,Инженер данных,4.6805523051720103e-05,3.099045493987852e-05,5.49964252323599e-05,0.0,0.0
DAMA,34,,,,9.705910899737941e-05,0,Data scientist,4.6805523051720103e-05,0.0,0.0,0.0,0.0
Региональные сети,35,,,,9.705910899737941e-05,1,Аналитик,0.0,3.099045493987852e-05,0.0,0.0,0.0
Fashion,36,,,,0.00019411821799475881,0,Data scientist,4.6805523051720103e-05,3.099045493987852e-05,0.0,0.0,0.0
Работа с детьми с ОВЗ,37,,,,9.705910899737941e-05,0,Data scientist,4.6805523051720103e-05,0.0,0.0,0.0,0.0
iac,38,,,,0.00019411821799475881,4,Big Data,0.0,0.0,5.49964252323599e-05,0.0,0.0002518257365902795
контекст,39,,,,9.705910899737941e-05,1,Аналитик,0.0,3.099045493987852e-05,0.0,0.0,0.0
Корейский язык,40,,,,0.0002911773269921382,2,Инженер данных,4.6805523051720103e-05,0.0,0.0001099928504647198,0.0,0.0
MS Project Expert,41,,,,0.00038823643598951763,2,Инженер данных,4.6805523051720103e-05,0.0,0.00016498927569707968,0.0,0.0
Spring Boot 2,42,,,,0.00019411821799475881,0,Data scientist,9.361104610344021e-05,0.0,5.49964252323599e-05,0.0,0.0
Управленческий учет,43,71250.0,88500.0,117500.0,0.0034941279239056587,1,Аналитик,0.0002340276152586005,0.0010536754679558696,0.0,0.0,0.0002518257365902795
Оборудование,44,,,,9.705910899737941e-05,0,Data scientist,4.6805523051720103e-05,0.0,0.0,0.0,0.0
PyTorch,45,,,,0.0046588372318742115,3,ML инженер,0.0012637491223964428,0.00027891409445890663,0.0009349392289501183,0.0029065837501689876,0.0015109544195416771
Informatica,46,,,,0.0002911773269921382,2,Инженер данных,4.6805523051720103e-05,3.099045493987852e-05,0.0001099928504647198,0.0,0.0
Kaspersky Labs,47,,,,0.0002911773269921382,0,Data scientist,9.361104610344021e-05,0.0,5.49964252323599e-05,0.0,0.0
Эксплуатация зданий,48,,,,0.00038823643598951763,2,Инженер данных,4.6805523051720103e-05,3.099045493987852e-05,0.00016498927569707968,0.0,0.0
развозка,49,,,,9.705910899737941e-05,3,ML инженер,0.0,0.0,0.0,6.75949709341625e-05,0.0
BMS Software,50,,,,9.705910899737941e-05,2,Инженер данных,0.0,0.0,5.49964252323599e-05,0.0,0.0
Функциональное тестирование,51,60900.0,90000.0,120000.0,0.005241191885858488,2,Инженер данных,0.0005616662766206413,0.0004028759142184207,0.0020348677335973162,0.00027037988373665,0.0
REST-архитектура,52,,,,9.705910899737941e-05,1,Аналитик,0.0,3.099045493987852e-05,0.0,0.0,0.0
Входной контроль,53,,,,0.00038823643598951763,2,Инженер данных,4.6805523051720103e-05,0.0,0.00016498927569707968,0.0,0.0
Oracle FlexCube,54,,,,9.705910899737941e-05,1,Аналитик,0.0,3.099045493987852e-05,0.0,0.0,0.0
Ведение книги покупок,55,,,,9.705910899737941e-05,0,Data scientist,4.6805523051720103e-05,0.0,0.0,0.0,0.0
Навык сортировки,56,,,,9.705910899737941e-05,3,ML инженер,0.0,0.0,0.0,6.75949709341625e-05,0.0
что такое DevOps.,57,,,,9.705910899737941e-05,1,Аналитик,0.0,3.099045493987852e-05,0.0,0.0,0.0
Проектирование ИТ-инфраструктуры,58,,,,9.705910899737941e-05,2,Инженер данных,0.0,0.0,5.49964252323599e-05,0.0,0.0
Build,59,,,,9.705910899737941e-05,1,Аналитик,0.0,3.099045493987852e-05,0.0,0.0,0.0
конфигурирования ПО для мониторинга Prometheus + InfluxDB + Grafana,60,,,,9.705910899737941e-05,2,Инженер данных,0.0,0.0,5.49964252323599e-05,0.0,0.0
Высокая самоорганизация,61,,,,0.00019411821799475881,3,ML инженер,0.0,3.099045493987852e-05,0.0,6.75949709341625e-05,0.0
Работа с магазинами эконом-класса,62,,,,9.705910899737941e-05,3,ML инженер,0.0,0.0,0.0,6.75949709341625e-05,0.0
Управление командой,63,83825.0,142245.0,200000.0,0.025720663884305543,0,Data scientist,0.005944301427568453,0.00502045370026032,0.002144860584062036,0.0037853183723131,0.0032737345756736337
Разработка документации,64,,,,0.0009705910899737941,3,ML инженер,9.361104610344021e-05,0.00015495227469939258,0.0,0.0002027849128024875,0.0
высокий уровень коммуникации,65,,,,9.705910899737941e-05,1,Аналитик,0.0,3.099045493987852e-05,0.0,0.0,0.0
Aquarius,66,,,,9.705910899737941e-05,2,Инженер данных,0.0,3.099045493987852e-05,5.49964252323599e-05,0.0,0.0
Организация работы отдела,67,,,,9.705910899737941e-05,0,Data scientist,4.6805523051720103e-05,0.0,0.0,0.0,0.0
GCC,68,,,,9.705910899737941e-05,2,Инженер данных,0.0,0.0,5.49964252323599e-05,0.0,0.0
Promtheus,69,,,,9.705910899737941e-05,2,Инженер данных,0.0,0.0,5.49964252323599e-05,0.0,0.0
FastAPI (вместе с SQLAlchemy),70,,,,9.705910899737941e-05,0,Data scientist,4.6805523051720103e-05,0.0,0.0,0.0,0.0
Yandex Cloud,71,,,,0.0006794137629816559,4,Big Data,0.00014041656915516032,0.00012396181975951408,0.00016498927569707968,0.0002027849128024875,0.0002518257365902795
Opera,72,,,,0.00038823643598951763,1,Аналитик,0.0,0.00012396181975951408,0.0,0.0,0.0
Исполнительные схемы,73,,,,0.00019411821799475881,2,Инженер данных,0.0,0.0,0.0001099928504647198,0.0,0.0
Хирургическая стоматология,74,,,,0.00019411821799475881,0,Data scientist,4.6805523051720103e-05,3.099045493987852e-05,0.0,0.0,0.0
Google Maps Api,75,,,,9.705910899737941e-05,3,ML инженер,0.0,0.0,0.0,6.75949709341625e-05,0.0
Благоустройство,76,,,,0.0006794137629816559,2,Инженер данных,9.361104610344021e-05,0.0,0.00016498927569707968,0.000135189941868325,0.0
Годовой баланс,77,,,,0.00019411821799475881,0,Data scientist,4.6805523051720103e-05,3.099045493987852e-05,0.0,0.0,0.0
Умение работать в режиме многозадачности,78,47882.0,70000.0,100000.0,0.004076482577889935,1,Аналитик,0.0003276386613620407,0.0006198090987975703,0.0004399714018588792,0.000675949709341625,0.0002518257365902795
Business Planning,79,,,,0.0008735319809764147,1,Аналитик,0.0002340276152586005,0.00024792363951902817,0.0001099928504647198,0.0,0.0
OpenText,80,,,,9.705910899737941e-05,0,Data scientist,4.6805523051720103e-05,0.0,0.0,0.0,0.0
Gatling,81,,,,0.00019411821799475881,0,Data scientist,9.361104610344021e-05,0.0,0.0,6.75949709341625e-05,0.0
Перевозки опасных грузов,82,,,,9.705910899737941e-05,2,Инженер данных,0.0,0.0,5.49964252323599e-05,0.0,0.0
Pyspark,83,,,,0.0005823546539842764,4,Big Data,9.361104610344021e-05,9.297136481963555e-05,0.0002199857009294396,0.0002027849128024875,0.0007554772097708386
Microsoft .NET,84,,,,9.705910899737941e-05,0,Data scientist,4.6805523051720103e-05,0.0,0.0,0.0,0.0
Ручное тестирование,85,,,,0.0010676501989711734,2,Инженер данных,0.00014041656915516032,9.297136481963555e-05,0.0003849749766265193,0.0,0.0
JCNIP,86,,,,0.00019411821799475881,0,Data scientist,9.361104610344021e-05,0.0,0.0,0.0,0.0
xFusion,87,,,,9.705910899737941e-05,2,Инженер данных,0.0,3.099045493987852e-05,5.49964252323599e-05,0.0,0.0
Allure,88,,,,0.0006794137629816559,4,Big Data,0.0002340276152586005,3.099045493987852e-05,0.0003849749766265193,0.0,0.000503651473180559
Мой склад,89,,,,0.00038823643598951763,1,Аналитик,4.6805523051720103e-05,6.198090987975704e-05,0.0,6.75949709341625e-05,0.0
ППР,90,,,,0.0009705910899737941,2,Инженер данных,0.0,0.0,0.000494967827091239,6.75949709341625e-05,0.0
научный опыт,91,,,,9.705910899737941e-05,3,ML инженер,4.6805523051720103e-05,3.099045493987852e-05,0.0,6.75949709341625e-05,0.0
Анализ бизнес-процессов,92,75225.0,100000.0,121250.0,0.0034941279239056587,1,Аналитик,0.00018722209220688041,0.0009916945580761127,5.49964252323599e-05,0.000135189941868325,0.0002518257365902795
Confluence Server,93,,,,9.705910899737941e-05,0,Data scientist,4.6805523051720103e-05,3.099045493987852e-05,0.0,0.0,0.0
RND,94,,,,0.00019411821799475881,4,Big Data,4.6805523051720103e-05,3.099045493987852e-05,5.49964252323599e-05,0.0,0.0002518257365902795
SQL,95,69600.0,118725.0,180239.0,0.14888867320198002,4,Big Data,0.029347062953428503,0.03247799677699269,0.02639828411153275,0.013316209274030013,0.04205489801057668
Стратегия обучения,96,,,,9.705910899737941e-05,1,Аналитик,0.0,3.099045493987852e-05,0.0,0.0,0.0
состоятельные клиенты,97,,,,9.705910899737941e-05,0,Data scientist,4.6805523051720103e-05,0.0,0.0,0.0,0.0
Разработчик 1С,98,,,,9.705910899737941e-05,1,Аналитик,0.0,3.099045493987852e-05,0.0,0.0,0.0
Работа с контекстными площадками,99,,,,0.0005823546539842764,1,Аналитик,4.6805523051720103e-05,0.00015495227469939258,0.0,6.75949709341625e-05,0.0
АСУ,100,,,,0.0009705910899737941,2,Инженер данных,4.6805523051720103e-05,6.198090987975704e-05,0.0004399714018588792,0.000135189941868325,0.0002518257365902795
Руководитель проектов,101,,,,9.705910899737941e-05,1,Аналитик,0.0,3.099045493987852e-05,0.0,0.0,0.0
НКУ,102,,,,9.705910899737941e-05,2,Инженер данных,0.0,0.0,5.49964252323599e-05,0.0,0.0
JS,103,,,,0.0011647093079685529,0,Data scientist,0.0003276386613620407,9.297136481963555e-05,0.00016498927569707968,6.75949709341625e-05,0.0002518257365902795
Мотивация персонала,104,59790.0,73431.0,115000.0,0.010094147335727457,0,Data scientist,0.002340276152586005,0.0013015991074748978,0.0,0.0015546843314857375,0.001007302946361118
Julia,105,,,,0.00019411821799475881,2,Инженер данных,0.0,0.0,0.0001099928504647198,0.0,0.0
Микросервисная архитектура,106,,,,0.0008735319809764147,1,Аналитик,9.361104610344021e-05,0.00021693318457914962,0.0001099928504647198,0.000135189941868325,0.0
Pinia,107,,,,9.705910899737941e-05,3,ML инженер,0.0,0.0,0.0,6.75949709341625e-05,0.0
Понимание предметной области (управление производством,108,,,,0.00019411821799475881,1,Аналитик,0.0,6.198090987975704e-05,0.0,0.0,0.0
Подготовка ТКП,109,,,,9.705910899737941e-05,2,Инженер данных,0.0,0.0,5.49964252323599e-05,0.0,0.0
Sales,110,,,,9.705910899737941e-05,0,Data scientist,4.6805523051720103e-05,0.0,0.0,0.0,0.0
Консультация по телефону,111,,,,9.705910899737941e-05,1,Аналитик,0.0,3.099045493987852e-05,0.0,0.0,0.0
CSS,112,60000.0,85000.0,139600.0,0.00650296030282442,4,Big Data,0.0012637491223964428,0.001022685013015991,0.0002749821261617995,0.00081113965120995,0.0012591286829513977
Фасадные работы,113,,,,9.705910899737941e-05,2,Инженер данных,0.0,0.0,5.49964252323599e-05,0.0,0.0
Проведение тендеров,114,,,,0.00038823643598951763,3,ML инженер,4.6805523051720103e-05,3.099045493987852e-05,5.49964252323599e-05,6.75949709341625e-05,0.0
Test case,115,,,,0.0010676501989711734,2,Инженер данных,0.00018722209220688041,0.00012396181975951408,0.00032997855139415937,6.75949709341625e-05,0.0
Проход секретаря,116,,,,9.705910899737941e-05,3,ML инженер,0.0,0.0,0.0,6.75949709341625e-05,0.0
Внедрение битрикс24,117,,,,9.705910899737941e-05,1,Аналитик,0.0,3.099045493987852e-05,0.0,0.0,0.0
b2o,118,,,,9.705910899737941e-05,4,Big Data,4.6805523051720103e-05,0.0,0.0,0.0,0.0002518257365902795
Altcraft,119,,,,9.705910899737941e-05,1,Аналитик,0.0,3.099045493987852e-05,0.0,0.0,0.0
Дизайн интерфейсов,120,,,,0.0009705910899737941,4,Big Data,0.00018722209220688041,0.0001859427296392711,0.0,0.000135189941868325,0.0002518257365902795
Аккуратность,121,45675.0,52500.0,88000.0,0.0022323595069397265,3,ML инженер,0.0002340276152586005,6.198090987975704e-05,0.0002749821261617995,0.0007435446802757875,0.0
Atmel,122,,,,9.705910899737941e-05,2,Инженер данных,0.0,0.0,5.49964252323599e-05,0.0,0.0
Лмдогенерация,123,,,,9.705910899737941e-05,0,Data scientist,4.6805523051720103e-05,0.0,0.0,0.0,0.0
Разработка электросхем,124,,,,0.0005823546539842764,2,Инженер данных,0.0,0.0,0.0002199857009294396,0.000135189941868325,0.0
Автоматизация процессов,125,63125.0,95000.0,150000.0,0.009123556245753664,1,Аналитик,0.0008893049379826819,0.00229329366555101,0.00032997855139415937,0.0003379748546708125,0.000503651473180559
Средства криптографической защиты информации,126,,,,0.0005823546539842764,2,Инженер данных,4.6805523051720103e-05,3.099045493987852e-05,0.0002749821261617995,0.0,0.0
Network programming,127,,,,9.705910899737941e-05,4,Big Data,0.0,0.0,5.49964252323599e-05,0.0,0.0002518257365902795
Кадровый резерв,128,,,,9.705910899737941e-05,3,ML инженер,0.0,0.0,0.0,6.75949709341625e-05,0.0
Sketch,129,,,,9.705910899737941e-05,3,ML инженер,0.0,0.0,0.0,6.75949709341625e-05,0.0
сводные таблицы),130,,,,9.705910899737941e-05,1,Аналитик,0.0,3.099045493987852e-05,0.0,0.0,0.0
Проведение тренингов для специалистов и линейных руководителей,131,,,,9.705910899737941e-05,4,Big Data,4.6805523051720103e-05,0.0,0.0,6.75949709341625e-05,0.0002518257365902795
Работа с контролирующими органами,132,,,,0.00019411821799475881,2,Инженер данных,4.6805523051720103e-05,0.0,5.49964252323599e-05,0.0,0.0
Requests,133,,,,0.00019411821799475881,4,Big Data,4.6805523051720103e-05,3.099045493987852e-05,0.0001099928504647198,0.0,0.0002518257365902795
Навыки работы с первичной документацией,134,42500.0,69600.0,95000.0,0.0018441230709502086,3,ML инженер,0.00018722209220688041,3.099045493987852e-05,0.00016498927569707968,0.00081113965120995,0.0
Аудит системы управления охраной труда,135,,,,0.0002911773269921382,3,ML инженер,0.0,0.0,0.0,0.0002027849128024875,0.0
моделирование бизнес-процессов AS IS,136,,,,9.705910899737941e-05,1,Аналитик,0.0,3.099045493987852e-05,0.0,0.0,0.0
SAP BI,137,,,,0.0010676501989711734,1,Аналитик,0.0002340276152586005,0.00021693318457914962,0.0,6.75949709341625e-05,0.0
reserves estimation,138,,,,9.705910899737941e-05,2,Инженер данных,0.0,0.0,5.49964252323599e-05,0.0,0.0
Мотивация,139,52200.0,65250.0,100000.0,0.0022323595069397265,4,Big Data,0.0002340276152586005,0.00012396181975951408,0.00032997855139415937,0.0004731647965391375,0.000503651473180559
Shell Scripting,140,,,,0.00038823643598951763,2,Инженер данных,4.6805523051720103e-05,6.198090987975704e-05,0.00016498927569707968,0.000135189941868325,0.0
Динамический анализ,141,,,,0.00038823643598951763,2,Инженер данных,9.361104610344021e-05,0.0,0.0002199857009294396,0.0,0.0
Валидация,142,,,,0.00019411821799475881,3,ML инженер,0.0,3.099045493987852e-05,0.0,6.75949709341625e-05,0.0
Data Mining,143,53988.0,65000.0,90250.0,0.0027176550519266234,2,Инженер данных,0.0012637491223964428,0.0005888186438576918,0.001594896331738437,0.0004731647965391375,0.0007554772097708386
Учетная документация,144,,,,9.705910899737941e-05,2,Инженер данных,0.0,0.0,5.49964252323599e-05,0.0,0.0
SERM,145,,,,9.705910899737941e-05,2,Инженер данных,4.6805523051720103e-05,0.0,5.49964252323599e-05,0.0,0.0
152-ФЗ,146,,,,0.0002911773269921382,0,Data scientist,9.361104610344021e-05,0.0,5.49964252323599e-05,0.0,0.0
Развитие ключевых клиентов,147,65000.0,80000.0,97525.0,0.0021353003979423467,4,Big Data,0.0005616662766206413,0.00024792363951902817,0.0,0.000405569825604975,0.0012591286829513977
Анализ фактических продаж,148,,,,9.705910899737941e-05,1,Аналитик,0.0,3.099045493987852e-05,0.0,0.0,0.0
Регистрация недвижимости,149,,,,9.705910899737941e-05,1,Аналитик,0.0,3.099045493987852e-05,0.0,0.0,0.0
golang/Python/Bash,150,,,,9.705910899737941e-05,2,Инженер данных,0.0,0.0,5.49964252323599e-05,0.0,0.0
Power BI Desktop,151,,,,9.705910899737941e-05,1,Аналитик,0.0,3.099045493987852e-05,0.0,0.0,0.0
IVR,152,,,,0.00019411821799475881,0,Data scientist,9.361104610344021e-05,0.0,0.0,0.0,0.0
crm аналитик,153,,,,9.705910899737941e-05,1,Аналитик,0.0,3.099045493987852e-05,0.0,0.0,0.0
Capability Planing,154,,,,9.705910899737941e-05,2,Инженер данных,4.6805523051720103e-05,0.0,5.49964252323599e-05,0.0,0.0
Умение работать в команде и самостоятельно,155,,,,0.0007764728719790353,3,ML инженер,9.361104610344021e-05,3.099045493987852e-05,5.49964252323599e-05,0.00027037988373665,0.0
Google таблицы,156,35625.0,48925.0,63975.0,0.006211782975832282,1,Аналитик,0.0006552773227240814,0.001735465476633197,0.0002199857009294396,0.0003379748546708125,0.0007554772097708386
Умение работать с документами,157,,,,0.0005823546539842764,2,Инженер данных,0.0,6.198090987975704e-05,0.00016498927569707968,6.75949709341625e-05,0.0
IT проекты,158,,,,0.00019411821799475881,1,Аналитик,0.0,6.198090987975704e-05,0.0,0.0,0.0
Активный пользователь ПК,159,,,,9.705910899737941e-05,1,Аналитик,0.0,3.099045493987852e-05,0.0,0.0,0.0
Оптоэлектроника,160,,,,9.705910899737941e-05,2,Инженер данных,0.0,0.0,5.49964252323599e-05,0.0,0.0
инициативным.,161,,,,9.705910899737941e-05,1,Аналитик,0.0,3.099045493987852e-05,0.0,0.0,0.0
Написание научных статей,162,,,,0.0007764728719790353,0,Data scientist,0.00028083313831032063,3.099045493987852e-05,0.0001099928504647198,6.75949709341625e-05,0.0
Maple,163,,,,9.705910899737941e-05,3,ML инженер,4.6805523051720103e-05,0.0,0.0,6.75949709341625e-05,0.0
1С:Эксперт,164,,,,9.705910899737941e-05,3,ML инженер,0.0,0.0,0.0,6.75949709341625e-05,0.0
B2B маркетинг,165,70000.0,100000.0,120000.0,0.00650296030282442,1,Аналитик,0.0007020828457758015,0.0017044750216933184,0.00032997855139415937,0.0004731647965391375,0.0002518257365902795
- Высшее техническое профильное образование (обязательно);,166,,,,9.705910899737941e-05,2,Инженер данных,0.0,0.0,5.49964252323599e-05,0.0,0.0
Java 8,167,,,,9.705910899737941e-05,1,Аналитик,0.0,3.099045493987852e-05,0.0,0.0,0.0
Oracle DB,168,,,,0.0005823546539842764,2,Инженер данных,0.00014041656915516032,3.099045493987852e-05,0.0002199857009294396,0.0,0.0
CURL,169,,,,9.705910899737941e-05,1,Аналитик,0.0,3.099045493987852e-05,0.0,0.0,0.0
Опыт ведения переговоров,170,,,,9.705910899737941e-05,0,Data scientist,4.6805523051720103e-05,0.0,0.0,0.0,0.0
Разработка на платформе 1С: Предприятие 8.3,171,,,,9.705910899737941e-05,2,Инженер данных,0.0,0.0,5.49964252323599e-05,0.0,0.0
Английский,172,64730.0,100000.0,156600.0,0.13627098903232068,1,Аналитик,0.04778843903580623,0.04236395190281393,0.040477368971016885,0.027511153170204136,0.044573155376479476
рентабельность,173,,,,0.00019411821799475881,1,Аналитик,0.0,6.198090987975704e-05,0.0,0.0,0.0
1С,174,50000.0,69600.0,90000.0,0.007473551392798214,1,Аналитик,0.00042124970746548095,0.0014255609272344118,0.000494967827091239,0.001216709476814925,0.0002518257365902795
Senler,175,,,,9.705910899737941e-05,0,Data scientist,4.6805523051720103e-05,0.0,0.0,0.0,0.0
умение учиться,176,,,,9.705910899737941e-05,1,Аналитик,0.0,3.099045493987852e-05,0.0,0.0,0.0
1С: Комплексная автоматизация,177,70000.0,112200.0,153750.0,0.0046588372318742115,1,Аналитик,0.000468055230517201,0.001146646832775505,0.0002199857009294396,0.0002027849128024875,0.0
Разработка стратегии,178,,,,9.705910899737941e-05,1,Аналитик,0.0,3.099045493987852e-05,0.0,0.0,0.0
охрана окружающей среды,179,,,,0.00038823643598951763,2,Инженер данных,4.6805523051720103e-05,0.0,0.00016498927569707968,0.0,0.0
МФУ,180,,,,9.705910899737941e-05,2,Инженер данных,0.0,0.0,5.49964252323599e-05,0.0,0.0
IoT,181,,,,0.0010676501989711734,0,Data scientist,0.0003276386613620407,0.0,0.00032997855139415937,0.000135189941868325,0.0002518257365902795
Механик,182,57350.0,80000.0,83250.0,0.0016500048529554498,3,ML инженер,0.0,0.0,0.0,0.0011491145058807625,0.0
Разработка концепции,183,,,,9.705910899737941e-05,0,Data scientist,4.6805523051720103e-05,0.0,0.0,0.0,0.0
1C: Финансы,184,73343.0,91350.0,100000.0,0.0012617684169659322,1,Аналитик,4.6805523051720103e-05,0.0003718854592785422,0.0,0.0,0.0
data-инженер,185,,,,0.00048529554498689704,2,Инженер данных,0.00014041656915516032,9.297136481963555e-05,0.0002749821261617995,0.0,0.0
сети хранения данных,186,,,,9.705910899737941e-05,2,Инженер данных,0.0,0.0,5.49964252323599e-05,0.0,0.0
Google Tag Manager,187,,,,0.0012617684169659322,4,Big Data,0.0003276386613620407,0.0003718854592785422,5.49964252323599e-05,0.0,0.000503651473180559
Разработка поисковых технологий,188,,,,9.705910899737941e-05,3,ML инженер,4.6805523051720103e-05,0.0,0.0,6.75949709341625e-05,0.0
1С8,189,,,,0.00048529554498689704,1,Аналитик,4.6805523051720103e-05,9.297136481963555e-05,5.49964252323599e-05,0.0,0.0
REST/GraphQL,190,,,,9.705910899737941e-05,3,ML инженер,0.0,0.0,0.0,6.75949709341625e-05,0.0
Solr,191,,,,9.705910899737941e-05,3,ML инженер,0.0,0.0,0.0,6.75949709341625e-05,0.0
Департамент по продукту и технологиям торговой площадки,192,,,,0.0002911773269921382,1,Аналитик,4.6805523051720103e-05,9.297136481963555e-05,0.0,0.0,0.0
Средний (Middle),193,,,,9.705910899737941e-05,2,Инженер данных,0.0,0.0,5.49964252323599e-05,0.0,0.0
Водоотведение,194,,,,9.705910899737941e-05,2,Инженер данных,0.0,0.0,5.49964252323599e-05,0.0,0.0
Анализ данных,195,51250.0,80000.0,121008.0,0.06085606134135688,1,Аналитик,0.006693189796395975,0.01713772158175282,0.0037947533410328327,0.0027713938083006625,0.009821203727020902
розничный бизнес,196,,,,9.705910899737941e-05,0,Data scientist,4.6805523051720103e-05,3.099045493987852e-05,0.0,0.0,0.0
Мониторинг строительных проектов,197,,,,9.705910899737941e-05,1,Аналитик,0.0,3.099045493987852e-05,0.0,0.0,0.0
клиентский аналитик,198,,,,0.00019411821799475881,1,Аналитик,0.0,6.198090987975704e-05,0.0,0.0,0.0
технический английский,199,,,,0.00019411821799475881,3,ML инженер,0.0,0.0,5.49964252323599e-05,6.75949709341625e-05,0.0
Zimbra,200,,,,9.705910899737941e-05,3,ML инженер,0.0,0.0,0.0,6.75949709341625e-05,0.0
Автоматизированное тестирование,201,,,,0.0009705910899737941,2,Инженер данных,0.00014041656915516032,6.198090987975704e-05,0.0004399714018588792,0.000135189941868325,0.0002518257365902795
Желание и способность постоянно развиваться,202,,,,0.00019411821799475881,1,Аналитик,0.0,6.198090987975704e-05,0.0,0.0,0.0
RTP/SIP,203,,,,9.705910899737941e-05,0,Data scientist,4.6805523051720103e-05,0.0,0.0,0.0,0.0
PVP design,204,,,,0.00019411821799475881,3,ML инженер,0.0,0.0,0.0,0.000135189941868325,0.0
Анализ доходности,205,,,,0.00019411821799475881,1,Аналитик,0.0,6.198090987975704e-05,0.0,0.0,0.0
