,x,y,Профессия
0,60.868782,119.244316,Инженер данных
1,83.003426,89.952614,Аналитик
2,83.009605,90.29332,Аналитик данных
3,82.96826,90.479515,Bi аналитик
4,59.106762,119.023285,ML инженер
5,57.53925,117.0411,Data scientist
