,x,y,Профессия
0,3.231259,2.7234292,Инженер данных
1,4.2643533,2.013324,Аналитик
2,4.2836914,2.0414228,Аналитик данных
3,4.2862034,2.0445936,Bi аналитик
4,3.033605,2.68793,ML инженер
5,2.82357,2.5413296,Data scientist
