,x,y,Профессия
0,88.01644,84.733284,Инженер данных
1,86.85319,83.83335,Аналитик
2,87.26191,84.11049,Аналитик данных
3,87.219734,84.11872,Bi аналитик
4,91.0264,81.85658,ML инженер
5,86.71051,63.245327,Data scientist
