skill,skill_id,salary_q25,salary_q50,salary_q75,frequency,popular_profession_id,popular_profession_name,Инженер данных,Аналитик,Аналитик данных,Bi аналитик,ML инженер,Data scientist
Mac Os,0,,,,0.0005005005005005005,3,Bi аналитик,0.0,0.0,0.0,0.0003633720930232558,0.0,0.0
Поисковые системы,1,,,,0.001001001001001001,1,Аналитик,0.0,0.00030950170225936243,0.000304228780042592,0.0,0.0,0.0
Архитектура,2,,,,0.0015015015015015015,4,ML инженер,0.0002701972439881113,0.0,0.000304228780042592,0.0,0.0013175230566534915,0.0
PSM,3,,,,0.0005005005005005005,4,ML инженер,0.0,0.0,0.0,0.0,0.0013175230566534915,0.0
Анализ конкурентной среды,4,45000.0,60000.0,78300.0,0.012012012012012012,1,Аналитик,0.0008105917319643339,0.004023522129371711,0.0018253726802555522,0.0007267441860465116,0.0,0.0
Систематизация архивной документации,5,,,,0.0005005005005005005,2,Аналитик данных,0.0,0.0,0.000304228780042592,0.0,0.0,0.0
BPM,6,,,,0.002002002002002002,1,Аналитик,0.0,0.0009285051067780873,0.0,0.0003633720930232558,0.0,0.0
Vue.js,7,,,,0.001001001001001001,0,Инженер данных,0.0005403944879762226,0.0,0.0,0.0,0.0,0.0
Information Management,8,,,,0.0005005005005005005,0,Инженер данных,0.0002701972439881113,0.0,0.0,0.0,0.0,0.0
MS Access,9,50000.0,60900.0,87000.0,0.033533533533533534,2,Аналитик данных,0.0010807889759524452,0.00773754255648406,0.009126863401277762,0.0029069767441860465,0.0,0.0
Apache Maven,10,,,,0.002002002002002002,4,ML инженер,0.0008105917319643339,0.0,0.0,0.0,0.0013175230566534915,0.0
Mathematical Modeling,11,,,,0.001001001001001001,5,Data scientist,0.0,0.0,0.0,0.0,0.0013175230566534915,0.0026595744680851063
Triton,12,,,,0.0005005005005005005,4,ML инженер,0.0,0.0,0.0,0.0,0.0013175230566534915,0.0
Удаленная работа,13,47500.0,92500.0,102800.0,0.008008008008008008,0,Инженер данных,0.0016211834639286678,0.0015475085112968121,0.001216915120170368,0.0003633720930232558,0.0,0.0
NLP,14,,,,0.006006006006006006,5,Data scientist,0.0005403944879762226,0.0,0.0,0.0,0.007905138339920948,0.010638297872340425
Django,15,,,,0.0005005005005005005,4,ML инженер,0.0,0.0,0.0,0.0,0.0013175230566534915,0.0
MVC,16,,,,0.001001001001001001,0,Инженер данных,0.0005403944879762226,0.0,0.0,0.0,0.0,0.0
Консультирование,17,,,,0.001001001001001001,1,Аналитик,0.0002701972439881113,0.00030950170225936243,0.0,0.0,0.0,0.0
Веб-программирование,18,,,,0.0015015015015015015,1,Аналитик,0.0,0.0009285051067780873,0.0,0.0,0.0,0.0
Ревью тест-кейсов,19,,,,0.0005005005005005005,2,Аналитик данных,0.0,0.0,0.000304228780042592,0.0,0.0,0.0
.Net Core,20,,,,0.0015015015015015015,5,Data scientist,0.0002701972439881113,0.0,0.0,0.0,0.0013175230566534915,0.0026595744680851063
Software Development,21,,,,0.001001001001001001,4,ML инженер,0.0002701972439881113,0.0,0.0,0.0,0.0013175230566534915,0.0
Творческое мышление,22,,,,0.0005005005005005005,1,Аналитик,0.0,0.00030950170225936243,0.0,0.0,0.0,0.0
Тестирование,23,,,,0.004004004004004004,4,ML инженер,0.0010807889759524452,0.0006190034045187249,0.000304228780042592,0.0,0.0013175230566534915,0.0
Прямые продажи,24,,,,0.001001001001001001,3,Bi аналитик,0.0002701972439881113,0.0,0.0,0.0003633720930232558,0.0,0.0
ГОСТ34,25,,,,0.001001001001001001,3,Bi аналитик,0.0,0.0,0.000304228780042592,0.0003633720930232558,0.0,0.0
Управление ассортиментом,26,,,,0.001001001001001001,3,Bi аналитик,0.0,0.00030950170225936243,0.0,0.0003633720930232558,0.0,0.0
Опыт работы с таблицами,27,,,,0.0005005005005005005,1,Аналитик,0.0,0.00030950170225936243,0.0,0.0,0.0,0.0
semrush,28,,,,0.0005005005005005005,3,Bi аналитик,0.0,0.0,0.0,0.0003633720930232558,0.0,0.0
Стратегия,29,,,,0.0005005005005005005,0,Инженер данных,0.0002701972439881113,0.0,0.0,0.0,0.0,0.0
Airflow,30,,,,0.01001001001001001,0,Инженер данных,0.0035125641718454473,0.00030950170225936243,0.000608457560085184,0.0014534883720930232,0.0013175230566534915,0.0026595744680851063
Анализ финансовых показателей,31,55000.0,82500.0,128750.0,0.012512512512512513,1,Аналитик,0.0,0.004642525533890436,0.0015211439002129601,0.001816860465116279,0.0,0.0
Оптимизация запросов,32,,,,0.001001001001001001,1,Аналитик,0.0002701972439881113,0.00030950170225936243,0.0,0.0,0.0,0.0
PMBOK,33,,,,0.0015015015015015015,4,ML инженер,0.0002701972439881113,0.0,0.0,0.0003633720930232558,0.0013175230566534915,0.0
Kibana,34,,,,0.0005005005005005005,0,Инженер данных,0.0002701972439881113,0.0,0.0,0.0,0.0,0.0
IDA Pro,35,,,,0.002002002002002002,0,Инженер данных,0.0010807889759524452,0.0,0.0,0.0,0.0,0.0
Google Docs,36,,,,0.0045045045045045045,1,Аналитик,0.0002701972439881113,0.0015475085112968121,0.0,0.0010901162790697674,0.0,0.0
SQL,37,87000.0,132750.0,199800.0,0.3898898898898899,2,Аналитик данных,0.0621453661172656,0.027855153203342618,0.06814724672954062,0.06577034883720931,0.03820816864295125,0.06648936170212766
SVG,38,,,,0.0015015015015015015,4,ML инженер,0.0,0.0,0.0,0.0,0.003952569169960474,0.0
способность анализировать проблемы,39,,,,0.0005005005005005005,2,Аналитик данных,0.0,0.0,0.000304228780042592,0.0,0.0,0.0
199-И,40,,,,0.0005005005005005005,2,Аналитик данных,0.0,0.0,0.000304228780042592,0.0,0.0,0.0
Разработка компьютерных Игр,41,,,,0.0005005005005005005,2,Аналитик данных,0.0,0.0,0.000304228780042592,0.0,0.0,0.0
IDEF0,42,,,,0.007007007007007007,1,Аналитик,0.0002701972439881113,0.002166511915815537,0.001216915120170368,0.0007267441860465116,0.0,0.0
Брокер,43,,,,0.0005005005005005005,2,Аналитик данных,0.0,0.0,0.000304228780042592,0.0,0.0,0.0
MS Power Builder,44,,,,0.001001001001001001,1,Аналитик,0.0,0.00030950170225936243,0.000304228780042592,0.0,0.0,0.0
Автоматизированное тестирование,45,,,,0.0005005005005005005,0,Инженер данных,0.0002701972439881113,0.0,0.0,0.0,0.0,0.0
Outlook),46,,,,0.0005005005005005005,1,Аналитик,0.0,0.00030950170225936243,0.0,0.0,0.0,0.0
CentOS,47,,,,0.001001001001001001,0,Инженер данных,0.0005403944879762226,0.0,0.0,0.0,0.0,0.0
Unit-экономика,48,,,,0.0005005005005005005,0,Инженер данных,0.0002701972439881113,0.0,0.0,0.0,0.0,0.0
1С: Управление предприятием,49,,,,0.002002002002002002,1,Аналитик,0.0,0.0009285051067780873,0.0,0.0003633720930232558,0.0,0.0
• Умение работать с профильными ж/д программами (например,50,,,,0.0005005005005005005,3,Bi аналитик,0.0,0.0,0.0,0.0003633720930232558,0.0,0.0
Теория вероятности,51,,,,0.001001001001001001,3,Bi аналитик,0.0,0.00030950170225936243,0.0,0.0003633720930232558,0.0,0.0
Сельское хозяйство,52,,,,0.0005005005005005005,3,Bi аналитик,0.0,0.0,0.0,0.0003633720930232558,0.0,0.0
Определение целевой аудитории,53,,,,0.0005005005005005005,0,Инженер данных,0.0002701972439881113,0.0,0.0,0.0,0.0,0.0
Работа с большими массивами данных,54,,,,0.0005005005005005005,2,Аналитик данных,0.0,0.0,0.000304228780042592,0.0,0.0,0.0
PD,55,,,,0.0005005005005005005,5,Data scientist,0.0,0.0,0.0,0.0,0.0,0.0026595744680851063
Анализ макроэкономической среды,56,,,,0.0005005005005005005,2,Аналитик данных,0.0,0.0,0.000304228780042592,0.0,0.0,0.0
Маркетплейсы,57,,,,0.003003003003003003,1,Аналитик,0.0,0.0012380068090374497,0.000608457560085184,0.0,0.0,0.0
Boosting,58,,,,0.0005005005005005005,5,Data scientist,0.0,0.0,0.0,0.0,0.0,0.0026595744680851063
DWH,59,,,,0.024524524524524523,0,Инженер данных,0.00810591731964334,0.0,0.0036507453605111044,0.002543604651162791,0.0,0.0
1С 8.3,60,,,,0.0005005005005005005,1,Аналитик,0.0,0.00030950170225936243,0.0,0.0,0.0,0.0
Анализ и моделирование данных,61,,,,0.0005005005005005005,1,Аналитик,0.0,0.00030950170225936243,0.0,0.0,0.0,0.0
DL,62,,,,0.0005005005005005005,5,Data scientist,0.0,0.0,0.0,0.0,0.0,0.0026595744680851063
нейросети,63,,,,0.001001001001001001,4,ML инженер,0.0002701972439881113,0.0,0.0,0.0,0.0013175230566534915,0.0
GetCourse,64,,,,0.0005005005005005005,3,Bi аналитик,0.0,0.0,0.0,0.0003633720930232558,0.0,0.0
BPMN,65,89250.0,122500.0,170000.0,0.05905905905905906,1,Аналитик,0.00405295865982167,0.014546580006190035,0.01186492242166109,0.005813953488372093,0.0013175230566534915,0.0
Anaplan,66,,,,0.001001001001001001,2,Аналитик данных,0.0,0.0,0.000608457560085184,0.0,0.0,0.0
НСИ,67,,,,0.0005005005005005005,2,Аналитик данных,0.0,0.0,0.000304228780042592,0.0,0.0,0.0
pmbook,68,,,,0.001001001001001001,1,Аналитик,0.0,0.0006190034045187249,0.0,0.0,0.0,0.0
UX,69,,,,0.0055055055055055055,0,Инженер данных,0.0021615779519048904,0.0,0.000304228780042592,0.0007267441860465116,0.0,0.0
Teambuilding,70,,,,0.001001001001001001,4,ML инженер,0.0002701972439881113,0.0,0.0,0.0,0.0013175230566534915,0.0
B2C маркетинг,71,,,,0.0035035035035035035,1,Аналитик,0.0005403944879762226,0.0006190034045187249,0.000608457560085184,0.0003633720930232558,0.0,0.0
Mathematics,72,,,,0.001001001001001001,5,Data scientist,0.0,0.0,0.0,0.0,0.0013175230566534915,0.0026595744680851063
Ориентация на результат,73,45000.0,105600.0,125000.0,0.015515515515515516,1,Аналитик,0.0016211834639286678,0.004952027236149799,0.001216915120170368,0.001816860465116279,0.0,0.0
JSON,74,,,,0.0055055055055055055,0,Инженер данных,0.0013509862199405566,0.0012380068090374497,0.0,0.0003633720930232558,0.0013175230566534915,0.0
Galileo,75,,,,0.0005005005005005005,2,Аналитик данных,0.0,0.0,0.000304228780042592,0.0,0.0,0.0
Теория вероятностей,76,,,,0.0025025025025025025,4,ML инженер,0.0005403944879762226,0.0,0.000304228780042592,0.0,0.002635046113306983,0.0
оптимизация рекламных кампаний,77,,,,0.001001001001001001,3,Bi аналитик,0.0,0.0,0.0,0.0007267441860465116,0.0,0.0
Умение организовывать работу,78,,,,0.0005005005005005005,2,Аналитик данных,0.0,0.0,0.000304228780042592,0.0,0.0,0.0
DAX,79,,,,0.009009009009009009,3,Bi аналитик,0.0,0.0009285051067780873,0.001216915120170368,0.003633720930232558,0.0013175230566534915,0.0
Business Studio,80,,,,0.002002002002002002,1,Аналитик,0.0,0.0006190034045187249,0.000608457560085184,0.0,0.0,0.0
бизнес-аналитик,81,,,,0.001001001001001001,3,Bi аналитик,0.0,0.00030950170225936243,0.0,0.0003633720930232558,0.0,0.0
Team management,82,,,,0.0025025025025025025,4,ML инженер,0.0010807889759524452,0.0,0.0,0.0,0.0013175230566534915,0.0
Разработка функциональных моделей,83,,,,0.0005005005005005005,2,Аналитик данных,0.0,0.0,0.000304228780042592,0.0,0.0,0.0
Java 15 + maven,84,,,,0.0005005005005005005,0,Инженер данных,0.0002701972439881113,0.0,0.0,0.0,0.0,0.0
Поисковая оптимизация сайтов,85,,,,0.001001001001001001,3,Bi аналитик,0.0,0.0,0.0,0.0007267441860465116,0.0,0.0
База данных: Olap,86,,,,0.003003003003003003,3,Bi аналитик,0.0005403944879762226,0.0,0.000608457560085184,0.0007267441860465116,0.0,0.0
Key Collector,87,,,,0.0005005005005005005,3,Bi аналитик,0.0,0.0,0.0,0.0003633720930232558,0.0,0.0
RTB,88,,,,0.0005005005005005005,0,Инженер данных,0.0002701972439881113,0.0,0.0,0.0,0.0,0.0
Google Spreadsheets,89,,,,0.0005005005005005005,0,Инженер данных,0.0002701972439881113,0.0,0.0,0.0,0.0,0.0
Знание офисных программ,90,,,,0.0005005005005005005,0,Инженер данных,0.0002701972439881113,0.0,0.0,0.0,0.0,0.0
Autodesk Maya,91,,,,0.0005005005005005005,4,ML инженер,0.0,0.0,0.0,0.0,0.0013175230566534915,0.0
Менеджмент,92,,,,0.0005005005005005005,3,Bi аналитик,0.0,0.0,0.0,0.0003633720930232558,0.0,0.0
Техническая поддержка,93,,,,0.0015015015015015015,0,Инженер данных,0.0005403944879762226,0.0,0.0,0.0003633720930232558,0.0,0.0
Работа с большими объемами данных,94,,,,0.0005005005005005005,2,Аналитик данных,0.0,0.0,0.000304228780042592,0.0,0.0,0.0
Продуктовая аналитика,95,,,,0.002002002002002002,3,Bi аналитик,0.0,0.00030950170225936243,0.000304228780042592,0.0007267441860465116,0.0,0.0
искусственный интеллект,96,,,,0.0005005005005005005,2,Аналитик данных,0.0,0.0,0.000304228780042592,0.0,0.0,0.0
WEB-тесты,97,,,,0.0005005005005005005,0,Инженер данных,0.0002701972439881113,0.0,0.0,0.0,0.0,0.0
Анализ бизнес показателей,98,62500.0,71000.0,112800.0,0.03003003003003003,2,Аналитик данных,0.0021615779519048904,0.004642525533890436,0.0069972619409796166,0.00436046511627907,0.002635046113306983,0.0
Формирование технического задания для разработки,99,,,,0.0005005005005005005,0,Инженер данных,0.0002701972439881113,0.0,0.0,0.0,0.0,0.0
Ответственный подход к работе,100,,,,0.001001001001001001,2,Аналитик данных,0.0,0.0,0.000608457560085184,0.0,0.0,0.0
sklearn,101,,,,0.0055055055055055055,5,Data scientist,0.0,0.0,0.0,0.0,0.00922266139657444,0.010638297872340425
Офисные программы,102,,,,0.001001001001001001,1,Аналитик,0.0,0.00030950170225936243,0.000304228780042592,0.0,0.0,0.0
Аналитическое мышление,103,50000.0,72040.0,113655.0,0.20770770770770772,1,Аналитик,0.012699270467441232,0.04333023831631074,0.039853970185579554,0.03234011627906977,0.006587615283267457,0.007978723404255319
Маркетинговая стратегия,104,,,,0.001001001001001001,3,Bi аналитик,0.0,0.0,0.000304228780042592,0.0003633720930232558,0.0,0.0
Инвестиционный анализ,105,,,,0.0015015015015015015,0,Инженер данных,0.0005403944879762226,0.0,0.0,0.0003633720930232558,0.0,0.0
Управляемые формы,106,,,,0.0005005005005005005,3,Bi аналитик,0.0,0.0,0.0,0.0003633720930232558,0.0,0.0
Start-up project,107,,,,0.0005005005005005005,1,Аналитик,0.0,0.00030950170225936243,0.0,0.0,0.0,0.0
качественные исследования,108,,,,0.0005005005005005005,0,Инженер данных,0.0002701972439881113,0.0,0.0,0.0,0.0,0.0
OpenCV,109,,,,0.006006006006006006,5,Data scientist,0.0002701972439881113,0.0,0.0,0.0,0.00922266139657444,0.010638297872340425
Ценные бумаги,110,,,,0.0005005005005005005,3,Bi аналитик,0.0,0.0,0.0,0.0003633720930232558,0.0,0.0
Usability,111,,,,0.0005005005005005005,3,Bi аналитик,0.0,0.0,0.0,0.0003633720930232558,0.0,0.0
Elma,112,,,,0.001001001001001001,1,Аналитик,0.0002701972439881113,0.00030950170225936243,0.0,0.0,0.0,0.0
BPWin,113,,,,0.001001001001001001,1,Аналитик,0.0,0.0006190034045187249,0.0,0.0,0.0,0.0
Озон,114,,,,0.001001001001001001,1,Аналитик,0.0,0.0006190034045187249,0.0,0.0,0.0,0.0
Confluence,115,,,,0.003003003003003003,2,Аналитик данных,0.0,0.00030950170225936243,0.001216915120170368,0.0003633720930232558,0.0,0.0
FastAPI,116,,,,0.0005005005005005005,0,Инженер данных,0.0002701972439881113,0.0,0.0,0.0,0.0,0.0
OpenAPI,117,,,,0.001001001001001001,2,Аналитик данных,0.0002701972439881113,0.0,0.000304228780042592,0.0,0.0,0.0
Желание учиться и развиваться,118,,,,0.002002002002002002,1,Аналитик,0.0,0.0006190034045187249,0.000608457560085184,0.0,0.0,0.0
Graphic Design,119,,,,0.0005005005005005005,0,Инженер данных,0.0002701972439881113,0.0,0.0,0.0,0.0,0.0
Проведение опросов клиентов,120,,,,0.001001001001001001,1,Аналитик,0.0,0.0006190034045187249,0.0,0.0,0.0,0.0
Разработка регламентов,121,,,,0.0015015015015015015,1,Аналитик,0.0,0.0009285051067780873,0.0,0.0,0.0,0.0
GLM/Regression,122,,,,0.0005005005005005005,5,Data scientist,0.0,0.0,0.0,0.0,0.0,0.0026595744680851063
Power Query,123,67500.0,80000.0,130500.0,0.016516516516516516,2,Аналитик данных,0.0,0.0018570102135561746,0.005476118040766657,0.0032703488372093025,0.0,0.0
Websphere/RH AMQ,124,,,,0.0005005005005005005,0,Инженер данных,0.0002701972439881113,0.0,0.0,0.0,0.0,0.0
Apache,125,,,,0.001001001001001001,0,Инженер данных,0.0005403944879762226,0.0,0.0,0.0,0.0,0.0
Golang,126,,,,0.003003003003003003,4,ML инженер,0.0008105917319643339,0.0,0.0,0.0,0.002635046113306983,0.0026595744680851063
Internet,127,,,,0.0015015015015015015,1,Аналитик,0.0002701972439881113,0.0006190034045187249,0.0,0.0,0.0,0.0
Gauss,128,,,,0.0005005005005005005,3,Bi аналитик,0.0,0.0,0.0,0.0003633720930232558,0.0,0.0
C++,129,,,,0.0075075075075075074,4,ML инженер,0.0013509862199405566,0.0,0.0,0.0,0.013175230566534914,0.0
AllFusion ERwin Data Modeler,130,,,,0.0005005005005005005,0,Инженер данных,0.0002701972439881113,0.0,0.0,0.0,0.0,0.0
Analytics/Yandex.metrika,131,,,,0.0005005005005005005,2,Аналитик данных,0.0,0.0,0.000304228780042592,0.0,0.0,0.0
Разработка чек-листов,132,,,,0.0005005005005005005,0,Инженер данных,0.0002701972439881113,0.0,0.0,0.0,0.0,0.0
Консультирование клиентов,133,,,,0.001001001001001001,5,Data scientist,0.0,0.00030950170225936243,0.0,0.0,0.0,0.0026595744680851063
Структуры данных,134,,,,0.0005005005005005005,0,Инженер данных,0.0002701972439881113,0.0,0.0,0.0,0.0,0.0
Анализ ФХД,135,,,,0.001001001001001001,1,Аналитик,0.0,0.00030950170225936243,0.000304228780042592,0.0,0.0,0.0
Bitrix24,136,,,,0.0025025025025025025,3,Bi аналитик,0.0005403944879762226,0.00030950170225936243,0.0,0.0007267441860465116,0.0,0.0
Реконструкция,137,,,,0.0005005005005005005,0,Инженер данных,0.0002701972439881113,0.0,0.0,0.0,0.0,0.0
Контроль отгрузок,138,,,,0.0005005005005005005,2,Аналитик данных,0.0,0.0,0.000304228780042592,0.0,0.0,0.0
Teradata,139,,,,0.006006006006006006,3,Bi аналитик,0.0013509862199405566,0.0,0.0009126863401277761,0.0014534883720930232,0.0,0.0
Python,140,120000.0,160000.0,250000.0,0.23923923923923923,5,Data scientist,0.05052688462577682,0.0061900340451872485,0.02951019166413143,0.02616279069767442,0.07509881422924901,0.1196808510638298
Навыки программирования,141,,,,0.0005005005005005005,1,Аналитик,0.0,0.00030950170225936243,0.0,0.0,0.0,0.0
IBM Lotus Notes,142,,,,0.0005005005005005005,0,Инженер данных,0.0002701972439881113,0.0,0.0,0.0,0.0,0.0
Big Data,143,125000.0,170000.0,225000.0,0.03903903903903904,0,Инженер данных,0.014860848419346123,0.00030950170225936243,0.001216915120170368,0.001816860465116279,0.00922266139657444,0.015957446808510637
Стратегический маркетинг,144,,,,0.0035035035035035035,3,Bi аналитик,0.0005403944879762226,0.00030950170225936243,0.000304228780042592,0.0010901162790697674,0.0,0.0
React,145,,,,0.0055055055055055055,4,ML инженер,0.0013509862199405566,0.0,0.0,0.0003633720930232558,0.005270092226613966,0.0026595744680851063
FreeBSD,146,,,,0.0005005005005005005,0,Инженер данных,0.0002701972439881113,0.0,0.0,0.0,0.0,0.0
ВК реклама,147,,,,0.0005005005005005005,3,Bi аналитик,0.0,0.0,0.0,0.0003633720930232558,0.0,0.0
Обучение персонала,148,,,,0.006006006006006006,3,Bi аналитик,0.0002701972439881113,0.0012380068090374497,0.000304228780042592,0.002180232558139535,0.0,0.0
Тайм-менеджмент,149,,,,0.001001001001001001,2,Аналитик данных,0.0002701972439881113,0.0,0.000304228780042592,0.0,0.0,0.0
Gamedev,150,,,,0.002002002002002002,2,Аналитик данных,0.0002701972439881113,0.0,0.0009126863401277761,0.0,0.0,0.0
A/B тесты,151,120000.0,150000.0,200000.0,0.017517517517517518,5,Data scientist,0.0032423669278573357,0.0015475085112968121,0.0027380590203833284,0.002543604651162791,0.0,0.005319148936170213
Работа с подрядчиками,152,,,,0.0015015015015015015,0,Инженер данных,0.0005403944879762226,0.00030950170225936243,0.0,0.0,0.0,0.0
BI система,153,,,,0.0005005005005005005,3,Bi аналитик,0.0,0.0,0.0,0.0003633720930232558,0.0,0.0
Опытный пользовать ПК,154,,,,0.001001001001001001,2,Аналитик данных,0.0,0.0,0.000608457560085184,0.0,0.0,0.0
Общение с клиентами,155,,,,0.0005005005005005005,1,Аналитик,0.0,0.00030950170225936243,0.0,0.0,0.0,0.0
Teamleading,156,,,,0.0015015015015015015,4,ML инженер,0.0,0.0,0.0,0.0003633720930232558,0.002635046113306983,0.0
Привлечение клиентов,157,,,,0.0005005005005005005,1,Аналитик,0.0,0.00030950170225936243,0.0,0.0,0.0,0.0
Виртуализация,158,,,,0.0005005005005005005,0,Инженер данных,0.0002701972439881113,0.0,0.0,0.0,0.0,0.0
Jira,159,,,,0.0045045045045045045,2,Аналитик данных,0.0005403944879762226,0.00030950170225936243,0.0015211439002129601,0.0003633720930232558,0.0,0.0
Мониторинг рынка,160,,,,0.004004004004004004,2,Аналитик данных,0.0,0.0009285051067780873,0.001216915120170368,0.0003633720930232558,0.0,0.0
GCE,161,,,,0.0005005005005005005,0,Инженер данных,0.0002701972439881113,0.0,0.0,0.0,0.0,0.0
Корейский,162,,,,0.0005005005005005005,0,Инженер данных,0.0002701972439881113,0.0,0.0,0.0,0.0,0.0
Финансовый анализ,163,52200.0,85000.0,110000.0,0.024024024024024024,1,Аналитик,0.0013509862199405566,0.007428040854224698,0.0009126863401277761,0.005813953488372093,0.0,0.0
Архитектура данных,164,,,,0.0005005005005005005,0,Инженер данных,0.0002701972439881113,0.0,0.0,0.0,0.0,0.0
Продвинутый пользователь MS Excel,165,,,,0.001001001001001001,1,Аналитик,0.0,0.00030950170225936243,0.000304228780042592,0.0,0.0,0.0
MC Excel,166,,,,0.002002002002002002,1,Аналитик,0.0,0.0006190034045187249,0.000304228780042592,0.0003633720930232558,0.0,0.0
Индивидуальное обучение,167,,,,0.0015015015015015015,1,Аналитик,0.0,0.0009285051067780873,0.0,0.0,0.0,0.0
Бенчмаркинг,168,,,,0.002002002002002002,2,Аналитик данных,0.0002701972439881113,0.0,0.000608457560085184,0.0003633720930232558,0.0,0.0
Продвинутый пользователь ПК,169,43000.0,59800.0,90250.0,0.013013013013013013,1,Аналитик,0.0005403944879762226,0.0034045187248529867,0.003346516580468512,0.0007267441860465116,0.0,0.0
XYZ-анализ,170,,,,0.0025025025025025025,2,Аналитик данных,0.0,0.0006190034045187249,0.0009126863401277761,0.0,0.0,0.0
DHCP,171,,,,0.001001001001001001,0,Инженер данных,0.0005403944879762226,0.0,0.0,0.0,0.0,0.0
Пунктуальность,172,,,,0.0005005005005005005,3,Bi аналитик,0.0,0.0,0.0,0.0003633720930232558,0.0,0.0
CorelDRAW,173,,,,0.0005005005005005005,0,Инженер данных,0.0002701972439881113,0.0,0.0,0.0,0.0,0.0
корпоративная аналитика,174,,,,0.0005005005005005005,3,Bi аналитик,0.0,0.0,0.0,0.0003633720930232558,0.0,0.0
SAP CRM,175,,,,0.0005005005005005005,3,Bi аналитик,0.0,0.0,0.0,0.0003633720930232558,0.0,0.0
Аналитик BI,176,,,,0.0005005005005005005,3,Bi аналитик,0.0,0.0,0.0,0.0003633720930232558,0.0,0.0
Мониторинг цен,177,,,,0.0035035035035035035,1,Аналитик,0.0,0.0018570102135561746,0.000304228780042592,0.0,0.0,0.0
Умение расставлять приоритеты,178,,,,0.003003003003003003,1,Аналитик,0.0,0.0009285051067780873,0.0009126863401277761,0.0,0.0,0.0
Оптимизация процессов,179,,,,0.002002002002002002,1,Аналитик,0.0002701972439881113,0.0006190034045187249,0.0,0.0003633720930232558,0.0,0.0
Автоматизация процессов управления персоналом,180,,,,0.0005005005005005005,3,Bi аналитик,0.0,0.0,0.0,0.0003633720930232558,0.0,0.0
KVM,181,,,,0.001001001001001001,0,Инженер данных,0.0005403944879762226,0.0,0.0,0.0,0.0,0.0
Аудит ИТ,182,,,,0.0005005005005005005,3,Bi аналитик,0.0,0.0,0.0,0.0003633720930232558,0.0,0.0
Data Engineering,183,,,,0.002002002002002002,4,ML инженер,0.0008105917319643339,0.0,0.0,0.0,0.0013175230566534915,0.0
работа с презентациями,184,,,,0.0005005005005005005,2,Аналитик данных,0.0,0.0,0.000304228780042592,0.0,0.0,0.0
Adobe Illustrator,185,,,,0.0005005005005005005,0,Инженер данных,0.0002701972439881113,0.0,0.0,0.0,0.0,0.0
Team lead,186,,,,0.0005005005005005005,0,Инженер данных,0.0002701972439881113,0.0,0.0,0.0,0.0,0.0
энергоснабжение,187,,,,0.0005005005005005005,0,Инженер данных,0.0002701972439881113,0.0,0.0,0.0,0.0,0.0
Appsflyer,188,,,,0.003003003003003003,4,ML инженер,0.0,0.0,0.000608457560085184,0.0010901162790697674,0.0013175230566534915,0.0
Flink,189,,,,0.0005005005005005005,0,Инженер данных,0.0002701972439881113,0.0,0.0,0.0,0.0,0.0
Администрирование сайтов,190,,,,0.0005005005005005005,3,Bi аналитик,0.0,0.0,0.0,0.0003633720930232558,0.0,0.0
Business Intelligence Systems,191,,,,0.008008008008008008,4,ML инженер,0.0002701972439881113,0.0006190034045187249,0.0009126863401277761,0.002543604651162791,0.003952569169960474,0.0
MVVM,192,,,,0.001001001001001001,0,Инженер данных,0.0005403944879762226,0.0,0.0,0.0,0.0,0.0
интеграция автоматизированных систем,193,,,,0.0005005005005005005,1,Аналитик,0.0,0.00030950170225936243,0.0,0.0,0.0,0.0
Анализ требований,194,,,,0.0005005005005005005,2,Аналитик данных,0.0,0.0,0.000304228780042592,0.0,0.0,0.0
Подбор персонала,195,,,,0.0055055055055055055,3,Bi аналитик,0.0002701972439881113,0.0,0.000304228780042592,0.002543604651162791,0.0013175230566534915,0.0026595744680851063
Оптимизация кода,196,,,,0.0015015015015015015,4,ML инженер,0.0002701972439881113,0.0,0.000304228780042592,0.0,0.0013175230566534915,0.0
навыки планирования продаж,197,,,,0.0005005005005005005,1,Аналитик,0.0,0.00030950170225936243,0.0,0.0,0.0,0.0
ERP-системы на базе 1С,198,,,,0.0055055055055055055,1,Аналитик,0.0,0.002785515320334262,0.0,0.0007267441860465116,0.0,0.0
Ubuntu,199,,,,0.0005005005005005005,0,Инженер данных,0.0002701972439881113,0.0,0.0,0.0,0.0,0.0
Управление интернет-проектами,200,,,,0.0015015015015015015,0,Инженер данных,0.0008105917319643339,0.0,0.0,0.0,0.0,0.0
EViews,201,,,,0.0005005005005005005,3,Bi аналитик,0.0,0.0,0.0,0.0003633720930232558,0.0,0.0
Работа с документами временного хранения,202,,,,0.0005005005005005005,1,Аналитик,0.0,0.00030950170225936243,0.0,0.0,0.0,0.0
VAD,203,,,,0.0005005005005005005,1,Аналитик,0.0,0.00030950170225936243,0.0,0.0,0.0,0.0
Spring MVC,204,,,,0.0005005005005005005,0,Инженер данных,0.0002701972439881113,0.0,0.0,0.0,0.0,0.0
CCIE,205,,,,0.0005005005005005005,0,Инженер данных,0.0002701972439881113,0.0,0.0,0.0,0.0,0.0
Miro,206,,,,0.0005005005005005005,0,Инженер данных,0.0002701972439881113,0.0,0.0,0.0,0.0,0.0
• Опыт работы в логистической или железнодорожной сфере.,207,,,,0.0005005005005005005,3,Bi аналитик,0.0,0.0,0.0,0.0003633720930232558,0.0,0.0
