vacancy_id,query
77436975,['data analyst']
77442431,['аналитик данных']
77446758,"['data science', 'data analyst', 'data']"
77446889,"['аналитик данных', 'инженер данных']"
77447521,"['аналитик данных', 'business analyst']"
77449869,['data']
77458216,['business analyst']
77465523,['Artificial intelligence']
77468043,['business analyst']
77471243,['Artificial intelligence']
77473206,"['data science', 'data analyst', 'Artificial intelligence']"
77473294,['business analyst']
77474259,['Business Intelligence Developer']
77474748,['business analyst']
77475130,['машинное обучение']
77475132,['машинное обучение']
77480725,['Artificial intelligence']
77487884,['Artificial intelligence']
77492370,['deep learning']
77494501,['Artificial intelligence']
77495800,['business analyst']
77496573,['data engineer']
77499643,"['аналитик данных', 'инженер данных']"
77502305,"['аналитик данных', 'data analyst', 'data']"
77518564,['Artificial intelligence']
77525816,['business analyst']
77538412,['аналитик данных']
77538671,"['data analyst', 'data', 'Business Intelligence Developer']"
77539421,['business analyst']
77540596,['business analyst']
77541181,"['data analyst', 'Big Data']"
77542138,"['Artificial intelligence', 'Big Data']"
77542361,['business analyst']
77542727,['business analyst']
77543596,['Artificial intelligence']
77544876,['Artificial intelligence']
77550672,['data']
77550939,"['data analyst', 'data', 'Artificial intelligence', 'Big Data']"
77551628,['Artificial intelligence']
77561854,"['data analyst', 'data']"
77562436,['NLP']
77562581,['business analyst']
77563871,['инженер данных']
77565143,"['data', 'Big Data']"
77571750,['специалист по данным']
77573680,['business analyst']
77577033,"['data engineer', 'data']"
77580230,['business analyst']
77584391,['Artificial intelligence']
77589411,['инженер данных']
77591410,['Artificial intelligence']
77591411,['Artificial intelligence']
77593221,"['data engineer', 'data']"
77596925,['Database Administrator']
77601657,['инженер данных']
77602617,['Artificial intelligence']
77604915,['cloud computing']
77604998,['машинное обучение']
77606978,['машинное обучение']
77607775,['Artificial intelligence']
77607776,['Artificial intelligence']
77607777,['Artificial intelligence']
77608310,['инженер данных']
77609853,['business analyst']
77611242,['Artificial intelligence']
77621604,['аналитик данных']
77622442,['Database Administrator']
77633491,['data analyst']
77633495,['машинное обучение']
77640826,['Artificial intelligence']
77641297,['Artificial intelligence']
77641675,['Artificial intelligence']
77644500,['машинное обучение']
77645641,['data']
77647634,['business analyst']
77647685,['специалист по данным']
77647705,['специалист по данным']
77649628,['машинное обучение']
77649670,['business analyst']
77650008,['специалист по данным']
77650953,"['data engineer', 'Data Architect']"
77654129,['data']
77657932,['Artificial intelligence']
77660838,['data analyst']
77666569,['специалист по данным']
77667044,"['data analyst', 'business analyst', 'data']"
77694583,['машинное обучение']
77695111,['business analyst']
77695112,['business analyst']
77698374,['Artificial intelligence']
77701829,['специалист по данным']
77701868,['инженер данных']
77703119,['инженер данных']
77703156,['инженер данных']
77703711,['специалист по данным']
77704379,['Artificial intelligence']
77704779,['Artificial intelligence']
77704856,['машинное обучение']
77707079,['специалист по данным']
77710805,"['data scientist', 'data science', 'data analyst', 'machine learning', 'Data Architect', 'business analyst', 'Data Visualization', 'Data Visualizers', 'Big Data', 'Advanced Analytics', 'Machine Learning Scientist']"
77711309,['аналитик данных']
